t,v
11.3,4.999938136156676
11.4,4.999944023216344
11.5,4.999949350060423
11.6,4.999954169998341
11.7,4.999958531266851
11.8,4.999962477512703
11.9,4.999966048229375
12,4.99996927915226
12.1,4.99997220261626
12.2,4.999974847879356
12.3,4.999977241415388
12.4,4.999979407178974
12.5,4.999981366845243
12.6,4.999983140026727
12.7,4.999984744469645
12.8,4.999986196231489
12.9,4.999987509841726
13,4.999988698447202
13.1,4.999989773943708
13.2,4.999990747095036
13.3,4.999991627640697
13.4,4.999992424393394
13.5,4.99999314532722
13.6,4.999993797657459
13.7,4.999994387912802
13.8,4.999994922000679
13.9,4.999995405266389
14,4.999995842546586
14.1,4.999996238217697
14.2,4.999996596239711
14.3,4.999996920195819
14.4,4.999997213328268
14.5,4.999997478570815
14.6,4.999997718578091
14.7,4.999997935752162
14.8,4.999998132266572
14.9,4.999998310088098
15,4.999998470996434
15.1,4.999998616602005
15.2,4.999998748362074
15.3,4.99999886759534
15.4,4.999998975495128
15.5,4.999999073141332
15.6,4.999999161511227
15.7,4.999999241489251
15.8,4.999999313875847
15.9,4.999999379395486
16,4.999999438703907
16.1,4.99999949239469
16.2,4.999999541005191
16.3,4.999999585021917
16.4,4.999999624885407
16.5,4.999999660994622
16.6,4.999999693710961
16.7,4.999999723361854
16.8,4.999999750244061
16.9,4.999999774626628
17,4.999999796753581
17.1,4.999999816846377
17.2,4.999999835106109
17.3,4.999999851715529
17.4,4.999999866840868
17.5,4.999999880633506
17.6,4.999999893231484
17.7,4.999999904760887
17.8,4.999999915337104
17.9,4.999999925065988
18,4.999999934044906
18.1,4.999999942363724
18.2,4.999999950105698
18.3,4.999999957348312
18.4,4.999999964164057
18.5,4.999999970621142
18.6,4.999999976784193
18.7,4.999999982714892
18.8,4.999999988472597
18.9,4.999999994114932
19,4.999999999698367
19.1,5.000000005278783
19.2,5.00000001091203
19.3,5.00000001665449
19.4,5.000000022563633
19.5,5.0000000286986
19.6,5.000000035120792
19.7,5.000000041894485
19.8,5.000000049087473
19.9,5.000000056771743
20,5.000000065024204
20.1,5.000000073927451
20.2,5.000000083570586
20.3,5.000000094050126
20.4,5.000000105470949
20.5,5.000000117947362
20.6,5.000000131604232
20.7,5.00000014657824
20.8,5.000000163019252
20.9,5.000000181091816
21,5.000000200976807
21.1,5.000000222873241
21.2,5.000000247000265
21.3,5.000000273599349
21.4,5.000000302936708
21.5,5.000000335305959
21.6,5.000000371031062
21.7,5.000000410469568
21.8,5.000000454016189
21.9,5.000000502106755
22,5.000000555222571
22.1,5.00000061389524
22.2,5.000000678711972
22.3,5.000000750321479
22.4,5.00000082944045
22.5,5.000000916860731
22.6,5.000001013457256
22.7,5.00000112019679
22.8,5.000001238147619
22.9,5.000001368490229
23,5.000001512529131
23.1,5.00000167170591
23.2,5.000001847613654
23.3,5.000002042012904
23.4,5.000002256849262
23.5,5.000002494272875
23.6,5.000002756659948
23.7,5.000003046636524
23.8,5.000003367104768
